48,0.5,49.96974
48.09525,0.5,57.96907
47.93793,0.5,65.96443
46.8111,0.5,73.88057
45.035,0.5,81.68047
43.31949,0.5,89.49434
42.02914,0.5,97.38777
40.73318,0.5,105.2813
39.01801,0.5,113.0947
36.96222,0.5,120.8251
34.19839,0.5,128.3279
30.5217,0.5,135.4267
25.72961,0.5,141.8193
19.71228,0.5,147.063
12.61584,0.5,150.7156
4.971802,0.5,153.0645
-2.810791,0.5,154.9155
-10.59113,0.5,156.774
-18.35757,0.5,158.6929
-26.03622,0.5,160.9322
-33.57886,0.5,163.5868
-40.48999,0.5,167.5829
-46.02118,0.5,173.3125
-49.38913,0.5,180.5372
-50.26337,0.5,188.4489
-48.58829,0.5,196.2449
-44.45993,0.5,203.0488
-38.05167,0.5,207.7269
-30.29425,0.5,209.6124
-22.97009,0.5,212.7771
-16.47,0.5,217.4224
-11.06598,0.5,223.3034
-6.598358,0.5,229.934
-2.898132,0.5,237.0218
0.2189636,0.5,244.3891
3.071533,0.5,251.8628
5.89801,0.5,259.3468
8.640869,0.5,266.8612
10.89865,0.5,274.533
12.63919,0.5,282.3409
14.31155,0.5,290.1639
16.72928,0.5,297.7827
20.02332,0.5,305.0709
23.86655,0.5,312.0859
28.09482,0.5,318.8761
32.70505,0.5,325.413
37.80603,0.5,331.5716
43.50586,0.5,337.1807
49.4404,0.5,342.5455
55.47513,0.5,347.7957
